#Solid temperature at x [m] from FDM
#time [s]	x=2.5	x=5	x=7.5	x=10
2700.0	376.99454395626003	390.76443283906144	401.3398303473488	409.1640132630477
2760.0	377.88232491550076	392.0568717935365	402.97447576484353	411.07296023507547
2820.0	378.7480602542172	393.3260569655155	404.5866110884594	412.9611865420149
2880.0	379.5923325447783	394.5723950199359	406.17648576070064	414.82881969382225
2940.0	380.4157076500276	395.796285272753	407.7443473968464	416.6759881767954
3000.0	381.2187352646475	396.99811986195033	409.2904418005949	418.5028214184878
3060.0	382.001949438605	398.17828391676693	410.8150129775598	420.3094497525204
3120.0	382.765869076967	399.33715571455616	412.31830314956386	422.09600438393244
3180.0	383.5109984241404	400.47510683814755	413.80055276289204	423.8626173540551
3240.0	384.2378275278264	401.59250232164385	415.2620005016998	425.609421505921
3300.0	384.946832685783	402.68970079413646	416.7028832937406	427.33655044976297
3360.0	385.63847687865444	403.7670546167901	418.12343632150834	429.0441385285568
3420.0	386.3132101805711	404.8249100145468	419.52389302474324	430.7323207839774
3480.0	386.9714701651559	405.8636072066101	420.90448511154125	432.4012329221769
3540.0	387.6136822844096	406.8834805273204	422.26544255946817	434.0510112803431
3600.0	388.2402602449596	407.8848585468252	423.6069936237487	435.68179279291223
